ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CATEGORY,SUBCATEGORY,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,PAYMENTFULLNAME
10420,45,26.88,1,1209.6,5/29/2005,In Process,2,5,2005,Vintage Cars,33,S24_1937,Office Supplies,Lamp,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,Huxley Adrian
10107,38,83.03,7,3155.14,2/24/2003,Shipped,1,2,2003,Motorcycles,76,S24_2000,Office Supplies,Pen,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Medium,Yu Kwai
10120,34,83.79,5,2848.86,4/29/2003,Shipped,2,4,2003,Motorcycles,76,S24_2000,Office Supplies,Pen,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,Ferguson Peter
10134,43,83.03,7,3570.29,7/1/2003,Shipped,3,7,2003,Motorcycles,76,S24_2000,Office Supplies,Pen,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium,DaCunha Daniel
10145,47,83.03,11,3902.41,8/25/2003,Shipped,3,8,2003,Motorcycles,76,S24_2000,Office Supplies,Pen,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Medium,Young Julie
10158,22,67.03,1,1474.66,10/10/2003,Shipped,4,10,2003,Motorcycles,76,S24_2000,Office Supplies,Pen,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small,Bergulfsen Jonas
10168,29,75.41,6,2186.89,10/28/2003,Shipped,4,10,2003,Motorcycles,76,S24_2000,Office Supplies,Pen,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Small,Hirano Juri
10180,28,68.55,14,1919.4,11/11/2003,Shipped,4,11,2003,Motorcycles,76,S24_2000,Office Supplies,Pen,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Small,Rance Martine
10188,40,91.4,6,3656,11/18/2003,Shipped,4,11,2003,Motorcycles,76,S24_2000,Office Supplies,Pen,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,Oeztan Veysel
10201,25,73.88,7,1847,12/1/2003,Shipped,4,12,2003,Motorcycles,76,S24_2000,Office Supplies,Pen,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,NA,Murphy,Julie,Small,Murphy Julie
10210,30,61.7,4,1851,1/12/2004,Shipped,1,1,2004,Motorcycles,76,S24_2000,Office Supplies,Pen,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small,Kentary Mory
10223,38,69.31,6,2633.78,2/20/2004,Shipped,1,2,2004,Motorcycles,76,S24_2000,Office Supplies,Pen,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,Ferguson Peter
10236,36,87.6,3,3153.6,4/3/2004,Shipped,2,4,2004,Motorcycles,76,S24_2000,Office Supplies,Pen,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium,Hernandez Rosa
10250,32,87.6,1,2803.2,5/11/2004,Shipped,2,5,2004,Motorcycles,76,S24_2000,Office Supplies,Pen,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Small,Frick Sue
10263,37,62.46,7,2311.02,6/28/2004,Shipped,2,6,2004,Motorcycles,76,S24_2000,Office Supplies,Pen,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie,Small,King Julie
10275,30,79.98,6,2399.4,7/23/2004,Shipped,3,7,2004,Motorcycles,76,S24_2000,Office Supplies,Pen,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small,Labrune Janine
10285,39,70.08,11,2733.12,8/27/2004,Shipped,3,8,2004,Motorcycles,76,S24_2000,Office Supplies,Pen,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Small,Hernandez Marta
10297,32,65.51,1,2096.32,9/16/2004,Shipped,3,9,2004,Motorcycles,76,S24_2000,Office Supplies,Pen,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Small,Cassidy Dean
10308,47,63.22,4,2971.34,10/15/2004,Shipped,4,10,2004,Motorcycles,76,S24_2000,Office Supplies,Pen,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,NA,Frick,Steve,Small,Frick Steve
10318,26,86.83,6,2257.58,11/2/2004,Shipped,4,11,2004,Motorcycles,76,S24_2000,Office Supplies,Pen,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Small,Yu Kyung
10329,37,94.43,4,3493.91,11/15/2004,Shipped,4,11,2004,Motorcycles,76,S24_2000,Office Supplies,Pen,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Medium,Yu Kwai
10340,55,79.98,8,4398.9,11/24/2004,Shipped,4,11,2004,Motorcycles,76,S24_2000,Office Supplies,Pen,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium,Saavedra Eduardo
10363,21,100,8,3595.62,1/6/2005,Shipped,1,1,2005,Motorcycles,76,S24_2000,Office Supplies,Pen,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,Suominen Kalle
10375,23,100,9,2443.29,2/3/2005,Shipped,1,2,2005,Motorcycles,76,S24_2000,Office Supplies,Pen,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small,Labrune Janine
10389,49,81.4,2,3988.6,3/3/2005,Shipped,1,3,2005,Motorcycles,76,S24_2000,Office Supplies,Pen,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,Larsson Maria
10402,59,87.6,3,5168.4,4/7/2005,Shipped,2,4,2005,Motorcycles,76,S24_2000,Office Supplies,Pen,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Medium,Perrier Dominique
10416,32,87.6,1,2803.2,5/10/2005,Shipped,2,5,2005,Motorcycles,76,S24_2000,Office Supplies,Pen,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,Moroni Maurizio
10105,43,100,9,6341.21,2/11/2003,Shipped,1,2,2003,Ships,122,S24_2011,Office Supplies,Pen,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium,Petersen Jytte
10117,41,100,3,5189.78,4/16/2003,Shipped,2,4,2003,Ships,122,S24_2011,Office Supplies,Pen,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,Natividad Eric
10129,45,100,9,6027.75,6/12/2003,Shipped,2,6,2003,Ships,122,S24_2011,Office Supplies,Pen,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium,Brown Ann
10142,33,100,6,3366,8/8/2003,Shipped,3,8,2003,Ships,122,S24_2011,Office Supplies,Pen,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,Nelson Valarie
10153,40,100,5,5456.4,9/28/2003,Shipped,3,9,2003,Ships,122,S24_2011,Office Supplies,Pen,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre Diego
10167,33,100,16,3812.16,10/23/2003,Cancelled,4,10,2003,Ships,122,S24_2011,Office Supplies,Pen,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,Larsson Maria
10177,50,100,7,6083,11/7/2003,Shipped,4,11,2003,Ships,122,S24_2011,Office Supplies,Pen,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Medium,Fernandez Jesus
10185,30,100,7,3170.7,11/14/2003,Shipped,4,11,2003,Ships,122,S24_2011,Office Supplies,Pen,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C,Medium,Tam WingC
10197,41,100,13,4534.6,11/26/2003,Shipped,4,11,2003,Ships,122,S24_2011,Office Supplies,Pen,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium,Saavedra Eduardo
10208,35,100,7,4301.15,1/2/2004,Shipped,1,1,2004,Ships,122,S24_2011,Office Supplies,Pen,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,Saveley Mary
10221,49,100,1,6804.63,2/18/2004,Shipped,1,2,2004,Ships,122,S24_2011,Office Supplies,Pen,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Medium,Dewey Catherine
10232,46,100,4,5652.94,3/20/2004,Shipped,1,3,2004,Ships,122,S24_2011,Office Supplies,Pen,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium,Bennett Helen
10248,48,100,10,6960.48,5/7/2004,Cancelled,2,5,2004,Ships,122,S24_2011,Office Supplies,Pen,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Medium,Yu Kwai
10261,36,100,8,4512.6,6/17/2004,Shipped,2,6,2004,Ships,122,S24_2011,Office Supplies,Pen,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Jean,Medium,Fresnisre Jean
10273,22,100,11,2784.76,7/21/2004,Shipped,3,7,2004,Ships,122,S24_2011,Office Supplies,Pen,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small,Dewey Catherine
10283,42,100,13,5316.36,8/20/2004,Shipped,3,8,2004,Ships,122,S24_2011,Office Supplies,Pen,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Medium,Lincoln Elizabeth
10293,21,100,2,2941.89,9/9/2004,Shipped,3,9,2004,Ships,122,S24_2011,Office Supplies,Pen,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small,Accorti Paolo
10306,29,100,7,3207.4,10/14/2004,Shipped,4,10,2004,Ships,122,S24_2011,Office Supplies,Pen,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,Ashworth Victoria
10315,35,100,6,4215.05,10/29/2004,Shipped,4,10,2004,Ships,122,S24_2011,Office Supplies,Pen,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,Labrune Janine
10326,41,100,4,4333.29,11/9/2004,Shipped,4,11,2004,Ships,122,S24_2011,Office Supplies,Pen,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,Berglund Christina
10337,29,71.97,4,2087.13,11/21/2004,Shipped,4,11,2004,Ships,122,S24_2011,Office Supplies,Pen,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Maria,Small,Hernandez Maria
10350,34,50.33,7,1711.22,12/2/2004,Shipped,4,12,2004,Ships,122,S24_2011,Office Supplies,Pen,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Freyre Diego
10372,37,100,8,3910.53,1/26/2005,Shipped,1,1,2005,Ships,122,S24_2011,Office Supplies,Pen,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium,Shimamura Akiko
10384,28,80.54,3,2255.12,2/23/2005,Shipped,1,2,2005,Ships,122,S24_2011,Office Supplies,Pen,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small,Brown Julie
10396,49,100,6,5720.75,3/23/2005,Shipped,1,3,2005,Ships,122,S24_2011,Office Supplies,Pen,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,Nelson Valarie
10414,23,100,10,3335.23,5/6/2005,On Hold,2,5,2005,Ships,122,S24_2011,Office Supplies,Pen,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri,Medium,Yoshido Juri
10101,46,53.76,2,2472.96,1/9/2003,Shipped,1,1,2003,Vintage Cars,44,S24_2022,Office Supplies,Lamp,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Small,Keitel Roland
10110,39,44.35,2,1729.65,3/18/2003,Shipped,1,3,2003,Vintage Cars,44,S24_2022,Office Supplies,Lamp,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,Ashworth Victoria
10124,22,45.25,1,995.5,5/21/2003,Shipped,2,5,2003,Vintage Cars,44,S24_2022,Office Supplies,Lamp,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue,Small,King Sue
10149,49,49.28,6,2414.72,9/12/2003,Shipped,3,9,2003,Vintage Cars,44,S24_2022,Office Supplies,Lamp,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,NA,Taylor,Sue,Small,Taylor Sue
10162,43,36.29,4,1560.47,10/18/2003,Shipped,4,10,2003,Vintage Cars,44,S24_2022,Office Supplies,Lamp,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small,Brown Julie
10173,27,41.22,8,1112.94,11/5/2003,Shipped,4,11,2003,Vintage Cars,44,S24_2022,Office Supplies,Lamp,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,Rovelli Giovanni
10182,31,36.74,5,1138.94,11/12/2003,Shipped,4,11,2003,Vintage Cars,44,S24_2022,Office Supplies,Lamp,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,Nelson Valarie
10193,20,50.62,9,1012.4,11/21/2003,Shipped,4,11,2003,Vintage Cars,44,S24_2022,Office Supplies,Lamp,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,Connery Sean
10205,24,38.08,4,913.92,12/3/2003,Shipped,4,12,2003,Vintage Cars,44,S24_2022,Office Supplies,Lamp,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Freyre Diego
10214,49,47.94,2,2349.06,1/26/2004,Shipped,1,1,2004,Vintage Cars,44,S24_2022,Office Supplies,Lamp,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small,Sommer Mart¡n
10227,24,48.38,5,1161.12,3/2/2004,Shipped,1,3,2004,Vintage Cars,44,S24_2022,Office Supplies,Lamp,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Small,Saveley Mary
10244,39,45.25,9,1764.75,4/29/2004,Shipped,2,4,2004,Vintage Cars,44,S24_2022,Office Supplies,Lamp,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Freyre Diego
10255,37,45.7,2,1690.9,6/4/2004,Shipped,2,6,2004,Vintage Cars,44,S24_2022,Office Supplies,Lamp,Mini Caravy,88.60.1555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Small,Citeaux Frederique
10280,45,47.49,11,2137.05,8/17/2004,Shipped,3,8,2004,Vintage Cars,44,S24_2022,Office Supplies,Lamp,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small,Accorti Paolo
10289,45,48.38,4,2177.1,9/3/2004,Shipped,3,9,2004,Vintage Cars,44,S24_2022,Office Supplies,Lamp,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small,Oeztan Veysel
10304,44,39.42,15,1734.48,10/11/2004,Shipped,4,10,2004,Vintage Cars,44,S24_2022,Office Supplies,Lamp,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Small,Tonini Daniel
10312,23,37.63,12,865.49,10/21/2004,Shipped,4,10,2004,Vintage Cars,44,S24_2022,Office Supplies,Lamp,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,Nelson Valarie
10322,30,100,4,3500.1,11/4/2004,Shipped,4,11,2004,Vintage Cars,44,S24_2022,Office Supplies,Lamp,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Medium,Young Valarie
10332,26,85.52,10,2223.52,11/17/2004,Shipped,4,11,2004,Vintage Cars,44,S24_2022,Office Supplies,Lamp,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,Ashworth Victoria
10345,43,53.76,1,2311.68,11/25/2004,Shipped,4,11,2004,Vintage Cars,44,S24_2022,Office Supplies,Lamp,Atelier graphique,40.32.2555,"54, rue Royale",,Nantes,,44000,France,EMEA,Schmitt,Carine,Small,Schmitt Carine
10356,26,31.86,7,828.36,12/9/2004,Shipped,4,12,2004,Vintage Cars,44,S24_2022,Office Supplies,Lamp,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Small,DaCunha Daniel
10367,28,30.59,12,856.52,1/12/2005,Resolved,1,1,2005,Vintage Cars,44,S24_2022,Office Supplies,Lamp,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Small,Young Julie
10380,27,68.35,5,1845.45,2/16/2005,Shipped,1,2,2005,Vintage Cars,44,S24_2022,Office Supplies,Lamp,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Freyre Diego
10391,24,100,1,4042.08,3/9/2005,Shipped,1,3,2005,Vintage Cars,44,S24_2022,Office Supplies,Lamp,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,O'Hara Anna
10421,40,45.7,2,1828,5/29/2005,In Process,2,5,2005,Vintage Cars,44,S24_2022,Office Supplies,Lamp,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,Nelson Valarie
10103,36,100,1,3680.28,1/29/2003,Shipped,1,1,2003,Trucks and Buses,127,S24_2300,Office Supplies,Pen,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,Bergulfsen Jonas
10114,21,100,5,2925.09,4/1/2003,Shipped,2,4,2003,Trucks and Buses,127,S24_2300,Office Supplies,Pen,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Small,Bertrand Marie
10126,27,100,1,3415.77,5/28/2003,Shipped,2,5,2003,Trucks and Buses,127,S24_2300,Office Supplies,Pen,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium,Sommer Mart¡n
10140,47,100,1,5105.14,7/24/2003,Shipped,3,7,2003,Trucks and Buses,127,S24_2300,Office Supplies,Pen,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium,Hirano Juri
10151,42,100,8,5098.8,9/21/2003,Shipped,3,9,2003,Trucks and Buses,127,S24_2300,Office Supplies,Pen,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,Koskitalo Pirkko
10165,32,100,17,4661.76,10/22/2003,Shipped,4,10,2003,Trucks and Buses,127,S24_2300,Office Supplies,Pen,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,Natividad Eric
10175,28,100,6,2969.96,11/6/2003,Shipped,4,11,2003,Trucks and Buses,127,S24_2300,Office Supplies,Pen,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Small,Brown Ann
10184,24,100,11,3496.32,11/14/2003,Shipped,4,11,2003,Trucks and Buses,127,S24_2300,Office Supplies,Pen,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Medium,Roel JosePedro
10194,49,100,1,5760.93,11/25/2003,Shipped,4,11,2003,Trucks and Buses,127,S24_2300,Office Supplies,Pen,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,Saveley Mary
10207,46,100,12,6819.04,12/9/2003,Shipped,4,12,2003,Trucks and Buses,127,S24_2300,Office Supplies,Pen,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Medium,Franco Valarie
10217,28,100,1,3148.88,2/4/2004,Shipped,1,2,2004,Trucks and Buses,127,S24_2300,Office Supplies,Pen,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium,Victorino Wendy
10229,48,100,6,5704.32,3/11/2004,Shipped,1,3,2004,Trucks and Buses,127,S24_2300,Office Supplies,Pen,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,Nelson Valarie
10246,29,100,10,3520.6,5/5/2004,Shipped,2,5,2004,Trucks and Buses,127,S24_2300,Office Supplies,Pen,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre Diego
10259,47,100,9,5285.62,6/15/2004,Shipped,2,6,2004,Trucks and Buses,127,S24_2300,Office Supplies,Pen,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium,Victorino Wendy
10271,43,100,10,5605.05,7/20/2004,Shipped,3,7,2004,Trucks and Buses,127,S24_2300,Office Supplies,Pen,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,Nelson Valarie
10281,25,100,6,2779.5,8/19/2004,Shipped,3,8,2004,Trucks and Buses,127,S24_2300,Office Supplies,Pen,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Small,Yu Kyung
10291,48,100,1,5398.08,9/8/2004,Shipped,3,9,2004,Trucks and Buses,127,S24_2300,Office Supplies,Pen,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,Larsson Maria
10305,24,100,10,3189.6,10/13/2004,Shipped,4,10,2004,Trucks and Buses,127,S24_2300,Office Supplies,Pen,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Medium,Hernandez Marta
10313,42,100,4,5581.8,10/22/2004,Shipped,4,10,2004,Trucks and Buses,127,S24_2300,Office Supplies,Pen,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Medium,Tannamuri Yoshi
10324,31,100,2,3820.44,11/5/2004,Shipped,4,11,2004,Trucks and Buses,127,S24_2300,Office Supplies,Pen,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA,Frick,Michael,Medium,Frick Michael
10334,42,100,5,5528.04,11/19/2004,On Hold,4,11,2004,Trucks and Buses,127,S24_2300,Office Supplies,Pen,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,Berglund Christina
10348,37,100,1,5981.42,11/1/2004,Shipped,4,11,2004,Trucks and Buses,127,S24_2300,Office Supplies,Pen,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium,Sommer Mart¡n
10358,41,100,7,5684.65,12/10/2004,Shipped,4,12,2004,Trucks and Buses,127,S24_2300,Office Supplies,Pen,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre Diego
10371,20,100,5,3449.4,1/23/2005,Shipped,1,1,2005,Trucks and Buses,127,S24_2300,Office Supplies,Pen,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,Nelson Valarie
